po_id,supplier_id,category_level_1,category_level_2,order_date,expected_delivery_date,actual_delivery_date,order_quantity,order_amount_eur,payment_terms_days,currency,po_status,data_source_note
PO00524,SUP021,Transportation,Passenger Transport,2025-03-14,2025-04-16,2025-04-16,17,51219,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00525,SUP038,Services,Facilities Management,2025-05-02,2025-06-09,2025-06-09,33,52469,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00526,SUP036,Goods,Fabrics,2025-07-28,2025-08-08,2025-08-08,3388,184682.03,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00527,SUP044,Fixed Assets,Fixed Assets,2025-02-21,2025-03-15,2025-03-15,42,18458,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00528,SUP055,Services,Utilities,2025-11-22,2025-12-31,2025-12-31,10,50929,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00529,SUP028,Services,General Administrative Services,2025-10-12,2025-11-16,2025-11-23,53,62902,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00530,SUP039,Fixed Assets,Fixed Assets,2025-05-09,2025-06-09,2025-06-09,54,29886,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00531,SUP020,Fixed Assets,Fixed Assets,2025-02-15,2025-03-19,2025-03-19,54,20304,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00532,SUP033,Manufacturing,Outsourced Fabric and Yarn Processing,2025-06-12,2025-07-10,2025-07-10,49,61338,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00533,SUP022,Services,"Analysis and Monitoring (Water, Air, Fumes)",2025-04-18,2025-05-24,2025-05-24,22,4080,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00534,SUP012,Goods,"Garments, Components and Trimmings",2025-07-31,2025-09-11,2025-09-11,4055,264536.47,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00535,SUP005,Goods,"Garments, Components and Trimmings",2025-10-03,2025-10-11,2025-10-11,3696,213373.26,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00536,SUP039,Fixed Assets,Fixed Assets,2025-07-03,2025-08-03,2025-08-08,1,18353,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00537,SUP015,Services,"Analysis and Monitoring (Water, Air, Fumes)",2025-01-11,2025-02-04,2025-02-04,46,48900,60,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00538,SUP020,Fixed Assets,Fixed Assets,2025-04-24,2025-05-15,2025-05-15,24,6822,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00539,SUP039,Fixed Assets,Fixed Assets,2025-04-18,2025-04-25,2025-04-26,53,53915,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00540,SUP044,Fixed Assets,Fixed Assets,2025-12-16,2026-01-30,2026-01-30,5,18809,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00541,SUP055,Services,Utilities,2025-04-27,2025-06-06,2025-06-06,18,27146,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00542,SUP035,Manufacturing,Outsourcing,2025-11-11,2025-12-04,2025-12-04,57,61497,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00543,SUP042,Manufacturing,Garment Manufacturing / Confection,2025-01-27,2025-02-23,2025-02-23,27,37918,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00544,SUP024,Goods,Yarns,2025-09-22,2025-10-01,2025-10-01,1889,10781.39,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00545,SUP026,Transportation,Freight Transport / Logistics,2025-04-10,2025-05-08,2025-05-12,48,31573,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00546,SUP022,Services,"Analysis and Monitoring (Water, Air, Fumes)",2025-06-09,2025-06-20,2025-06-20,7,5653,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00547,SUP016,Fixed Assets,Fixed Assets,2025-02-25,2025-04-03,2025-04-03,22,9134,90,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00548,SUP005,Goods,"Garments, Components and Trimmings",2025-11-04,2025-12-09,2025-12-09,3707,185228.96,30,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00549,SUP025,Goods,Yarns,2025-06-10,2025-06-21,2025-06-21,557,43596.63,120,EUR,Closed,Synthetic PO records for NL2SQL demo
PO00550,SUP005,Goods,"Garments, Components and Trimmings",2025-02-22,2025-03-04,2025-03-04,2465,178747.3,120,EUR,Closed,Synthetic PO records for NL2SQL demo
